Category: All categories

Day,bitcoin: (Worldwide)
2021-09-01,37
2021-09-02,40
2021-09-03,41
2021-09-04,36
2021-09-05,37
2021-09-06,43
2021-09-07,73
2021-09-08,67
2021-09-09,49
2021-09-10,44
2021-09-11,38
2021-09-12,36
2021-09-13,42
2021-09-14,38
2021-09-15,38
2021-09-16,38
2021-09-17,35
2021-09-18,33
2021-09-19,30
2021-09-20,48
2021-09-21,50
2021-09-22,45
2021-09-23,40
2021-09-24,58
2021-09-25,43
2021-09-26,38
2021-09-27,37
2021-09-28,37
2021-09-29,37
2021-09-30,35
2021-10-01,45
2021-10-02,38
2021-10-03,35
2021-10-04,40
2021-10-05,46
2021-10-06,59
2021-10-07,50
2021-10-08,46
2021-10-09,40
2021-10-10,39
2021-10-11,50
2021-10-12,48
2021-10-13,44
2021-10-14,46
2021-10-15,66
2021-10-16,59
2021-10-17,48
2021-10-18,57
2021-10-19,67
2021-10-20,84
2021-10-21,76
2021-10-22,62
2021-10-23,48
2021-10-24,46
2021-10-25,53
2021-10-26,56
2021-10-27,60
2021-10-28,53
2021-10-29,49
2021-10-30,42
2021-10-31,41
2021-11-01,43
2021-11-02,46
2021-11-03,44
2021-11-04,44
2021-11-05,41
2021-11-06,36
2021-11-07,37
2021-11-08,54
2021-11-09,61
2021-11-10,58
2021-11-11,50
2021-11-12,47
2021-11-13,43
2021-11-14,44
2021-11-15,46
2021-11-16,59
2021-11-17,52
2021-11-18,54
2021-11-19,55
2021-11-20,44
2021-11-21,40
2021-11-22,47
2021-11-23,51
2021-11-24,50
2021-11-25,44
2021-11-26,56
2021-11-27,46
2021-11-28,43
2021-11-29,46
2021-11-30,48
2021-12-01,43
2021-12-02,41
2021-12-03,42
2021-12-04,96
2021-12-05,68
2021-12-06,66
2021-12-07,56
2021-12-08,50
2021-12-09,50
2021-12-10,48
2021-12-11,43
2021-12-12,43
2021-12-13,53
2021-12-14,54
2021-12-15,50
2021-12-16,45
2021-12-17,44
2021-12-18,41
2021-12-19,38
2021-12-20,44
2021-12-21,45
2021-12-22,43
2021-12-23,43
2021-12-24,45
2021-12-25,41
2021-12-26,40
2021-12-27,42
2021-12-28,44
2021-12-29,43
2021-12-30,43
2021-12-31,40
2022-01-01,38
2022-01-02,38
2022-01-03,41
2022-01-04,40
2022-01-05,44
2022-01-06,66
2022-01-07,65
2022-01-08,57
2022-01-09,51
2022-01-10,56
2022-01-11,53
2022-01-12,49
2022-01-13,46
2022-01-14,44
2022-01-15,37
2022-01-16,38
2022-01-17,40
2022-01-18,43
2022-01-19,40
2022-01-20,41
2022-01-21,80
2022-01-22,100
2022-01-23,73
2022-01-24,96
2022-01-25,73
2022-01-26,67
2022-01-27,60
2022-01-28,56
2022-01-29,48
2022-01-30,45
2022-01-31,48
2022-02-01,49
2022-02-02,47
2022-02-03,48
2022-02-04,50
2022-02-05,53
2022-02-06,43
2022-02-07,55
2022-02-08,51
2022-02-09,51
2022-02-10,49
2022-02-11,44
2022-02-12,40
2022-02-13,36
2022-02-14,42
2022-02-15,43
2022-02-16,40
2022-02-17,42
2022-02-18,43
2022-02-19,38
2022-02-20,43
2022-02-21,46
2022-02-22,52
2022-02-23,44
2022-02-24,84
2022-02-25,58
2022-02-26,44
2022-02-27,44
2022-02-28,55
2022-03-01,60
2022-03-02,53
2022-03-03,47
2022-03-04,46
2022-03-05,40
2022-03-06,39
2022-03-07,46
2022-03-08,43
2022-03-09,50
2022-03-10,45
2022-03-11,41
2022-03-12,35
2022-03-13,35
2022-03-14,39
2022-03-15,37
2022-03-16,37
2022-03-17,36
2022-03-18,35
2022-03-19,34
2022-03-20,32
2022-03-21,34
2022-03-22,37
2022-03-23,37
2022-03-24,39
2022-03-25,39
2022-03-26,34
2022-03-27,36
2022-03-28,48
2022-03-29,42
2022-03-30,39
2022-03-31,38
2022-04-01,39
2022-04-02,33
2022-04-03,33
2022-04-04,35
2022-04-05,36
2022-04-06,38
2022-04-07,35
2022-04-08,33
2022-04-09,30
2022-04-10,30
2022-04-11,40
2022-04-12,37
2022-04-13,36
2022-04-14,33
2022-04-15,32
2022-04-16,28
2022-04-17,27
2022-04-18,34
2022-04-19,32
2022-04-20,31
2022-04-21,32
2022-04-22,32
2022-04-23,27
2022-04-24,26
2022-04-25,34
2022-04-26,35
2022-04-27,33
2022-04-28,32
2022-04-29,31
2022-04-30,28
