Category: All categories

Day,eth: (Worldwide)
2019-09-01,37
2019-09-02,50
2019-09-03,51
2019-09-04,48
2019-09-05,50
2019-09-06,54
2019-09-07,40
2019-09-08,39
2019-09-09,47
2019-09-10,51
2019-09-11,44
2019-09-12,52
2019-09-13,48
2019-09-14,41
2019-09-15,46
2019-09-16,63
2019-09-17,75
2019-09-18,68
2019-09-19,68
2019-09-20,59
2019-09-21,45
2019-09-22,46
2019-09-23,55
2019-09-24,65
2019-09-25,61
2019-09-26,63
2019-09-27,52
2019-09-28,35
2019-09-29,34
2019-09-30,55
2019-10-01,56
2019-10-02,51
2019-10-03,52
2019-10-04,41
2019-10-05,32
2019-10-06,39
2019-10-07,48
2019-10-08,53
2019-10-09,51
2019-10-10,47
2019-10-11,50
2019-10-12,32
2019-10-13,34
2019-10-14,46
2019-10-15,48
2019-10-16,52
2019-10-17,48
2019-10-18,44
2019-10-19,33
2019-10-20,36
2019-10-21,45
2019-10-22,48
2019-10-23,48
2019-10-24,47
2019-10-25,43
2019-10-26,41
2019-10-27,37
2019-10-28,47
2019-10-29,49
2019-10-30,52
2019-10-31,46
2019-11-01,48
2019-11-02,40
2019-11-03,39
2019-11-04,44
2019-11-05,48
2019-11-06,46
2019-11-07,48
2019-11-08,47
2019-11-09,31
2019-11-10,32
2019-11-11,50
2019-11-12,49
2019-11-13,44
2019-11-14,47
2019-11-15,49
2019-11-16,33
2019-11-17,40
2019-11-18,47
2019-11-19,49
2019-11-20,44
2019-11-21,45
2019-11-22,53
2019-11-23,40
2019-11-24,38
2019-11-25,52
2019-11-26,50
2019-11-27,49
2019-11-28,50
2019-11-29,39
2019-11-30,35
2019-12-01,36
2019-12-02,48
2019-12-03,47
2019-12-04,45
2019-12-05,42
2019-12-06,44
2019-12-07,36
2019-12-08,38
2019-12-09,45
2019-12-10,50
2019-12-11,43
2019-12-12,49
2019-12-13,45
2019-12-14,35
2019-12-15,39
2019-12-16,46
2019-12-17,47
2019-12-18,50
2019-12-19,46
2019-12-20,36
2019-12-21,31
2019-12-22,38
2019-12-23,37
2019-12-24,31
2019-12-25,31
2019-12-26,35
2019-12-27,33
2019-12-28,36
2019-12-29,37
2019-12-30,40
2019-12-31,31
2020-01-01,35
2020-01-02,35
2020-01-03,42
2020-01-04,38
2020-01-05,42
2020-01-06,53
2020-01-07,56
2020-01-08,47
2020-01-09,41
2020-01-10,43
2020-01-11,39
2020-01-12,38
2020-01-13,46
2020-01-14,58
2020-01-15,57
2020-01-16,49
2020-01-17,50
2020-01-18,43
2020-01-19,43
2020-01-20,48
2020-01-21,50
2020-01-22,51
2020-01-23,45
2020-01-24,40
2020-01-25,35
2020-01-26,33
2020-01-27,48
2020-01-28,47
2020-01-29,44
2020-01-30,52
2020-01-31,44
2020-02-01,38
2020-02-02,44
2020-02-03,56
2020-02-04,50
2020-02-05,57
2020-02-06,61
2020-02-07,67
2020-02-08,52
2020-02-09,58
2020-02-10,55
2020-02-11,60
2020-02-12,79
2020-02-13,86
2020-02-14,75
2020-02-15,70
2020-02-16,69
2020-02-17,75
2020-02-18,75
2020-02-19,72
2020-02-20,67
2020-02-21,66
2020-02-22,46
2020-02-23,53
2020-02-24,62
2020-02-25,67
2020-02-26,62
2020-02-27,58
2020-02-28,55
2020-02-29,45
2020-03-01,48
2020-03-02,53
2020-03-03,57
2020-03-04,50
2020-03-05,57
2020-03-06,53
2020-03-07,45
2020-03-08,44
2020-03-09,63
2020-03-10,55
2020-03-11,51
2020-03-12,79
2020-03-13,100
2020-03-14,60
2020-03-15,54
2020-03-16,65
2020-03-17,52
2020-03-18,53
2020-03-19,56
2020-03-20,50
2020-03-21,41
2020-03-22,42
2020-03-23,43
2020-03-24,46
2020-03-25,44
2020-03-26,45
2020-03-27,41
2020-03-28,41
2020-03-29,40
2020-03-30,44
2020-03-31,43
2020-04-01,44
2020-04-02,43
2020-04-03,44
2020-04-04,40
2020-04-05,43
2020-04-06,51
2020-04-07,56
2020-04-08,50
2020-04-09,44
2020-04-10,46
2020-04-11,46
2020-04-12,43
2020-04-13,42
2020-04-14,45
2020-04-15,48
2020-04-16,50
2020-04-17,47
2020-04-18,58
2020-04-19,51
2020-04-20,59
2020-04-21,51
2020-04-22,52
2020-04-23,59
2020-04-24,52
2020-04-25,59
2020-04-26,57
2020-04-27,54
2020-04-28,56
2020-04-29,74
2020-04-30,69
